ID admis;Název projektu;druh stavby;podkategorie;dopravní zatížení;spolufinancování;dopravní význam;technický stav;stavební stav;životní prostředí;regionální význam;jediná přístupová cesta;stav přípravy;hromadná doprava;nehodová lokalita;Výsledné hodnocení;Hodnocení s korekcí;Předpokládané náklady KSÚS (s DPH);Předpokládaný zdroj spolufinancování;Poznámky;29 258 546 445.85;Prosím opravit a zapsat do sloupce R (starý předpokládaný zdroj spolufinancování);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/327 Záboří nad Labem;oprava a rekonstrukce;Rekonstrukce;2;10;9;3;10;10;2;0;8;10;0;37.6;58.8;104 400 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;II/328 Sloveč - Kněžice;oprava a rekonstrukce;Rekonstrukce;2;10;10;6;6;10;7;0;10;10;4;44;68.8;90 525 137.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
186;II/329 Pečky, severní obchvat;novostavba (obchvat, přeložka, propojka);-;4;10;10;0;0;10;4;0;2;0;0;33.8;65.0;105 000 000.00;;;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;"II/331 Brandýs nad Labem - I/9, rekonstrukce silnice
etapa I - III";oprava a rekonstrukce;Rekonstrukce;4;10;10;6;10;10;10;0;0;10;10;43.6;68.1;100 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;"II/331 Brandýs nad Labem - I/9, rekonstrukce silnice
etapa IV";oprava a rekonstrukce;Rekonstrukce;4;10;10;6;10;10;10;0;5;10;10;48.6;75.9;70 000 000.00;;;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;"II/331 Brandýs nad Labem - I/9, rekonstrukce silnice
etapa V";oprava a rekonstrukce;Rekonstrukce;4;10;10;6;10;10;10;0;2;10;10;45.6;71.3;35 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;"II/331 Brandýs nad Labem - I/9, rekonstrukce silnice
etapa VI";oprava a rekonstrukce;Rekonstrukce;4;10;10;6;10;10;10;0;5;10;10;48.6;75.9;100 000 000.00;;;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;II/331 Dvorce - Lysá nad Labem, rekonstrukce, PD;oprava a rekonstrukce;Rekonstrukce;3;10;9;3;10;10;4;0;10;10;4;43.1;67.3;50 000 000.00;;;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/331 Lysá nad Labem, Litol;oprava a rekonstrukce;Souvislá údržba;6;0;10;10;10;10;10;0;10;10;2;51.6;80.6;8 580 177.76;SFDI – NZ – národní zdroje;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/331 Sojovice - Dvorce;oprava a rekonstrukce;Souvislá údržba;4;0;10;6;6;10;10;10;10;10;2;46;71.9;10 761 633.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;II/331 Sojovice, obchvat;novostavba (obchvat, přeložka, propojka);-;3;10;10;0;0;10;4;0;2;0;0;33.1;63.7;176 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/332 Zbožíčko, obchvat;novostavba (obchvat, přeložka, propojka);-;3;9;8;0;0;10;4;0;5;0;0;33.3;64.0;90 000 000.00;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/334 Chotouň - x I/12;oprava a rekonstrukce;Souvislá údržba;2;0;10;3;6;10;7;0;8;10;0;33.8;52.8;15 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
169;II/334 Sadská - Milčice;oprava a rekonstrukce;Rekonstrukce;2;10;10;3;6;10;4;0;5;10;4;33.6;52.5;60 000 000.00;;;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
155;II/335 Uhlířské Janovice – Staňkovice, rekonstrukce vozovky a  odstranění bodové závady_PD - II. etapa;oprava a rekonstrukce;Rekonstrukce;3;10;10;6;10;10;2;0;2;10;4;35.7;55.8;65 000 000.00;;;;plán investic KU, tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/335,II/508,III/1014 a III/1012 Mnichovice průtah I. etapa;oprava a rekonstrukce;Rekonstrukce;4;10;10;6;10;10;10;0;8;10;4;50.4;78.8;35 000 000.00;;;;plán investic KU;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/335,II/508,III/1014 a III/1012 Mnichovice průtah II. etapa;oprava a rekonstrukce;Rekonstrukce;4;10;10;6;10;10;4;0;2;10;4;38.4;60.0;72 850 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/338 Žehušice - hr. Obl.;oprava a rekonstrukce;Rekonstrukce;2;0;10;6;6;10;7;0;2;10;2;30.6;47.8;52 000 000.00;;k 11/2022 Odhad našich nákladů- projektanta soutěží město;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
397;II/503 Nymburk, mosty ev.č. 503-004 přes Labe;mostní objekty a propustky;Most;8;10;10;6;6;10;10;0;5;10;0;33.4;69.6;147 200 000.00;;;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/603 Jesenice, obchvat;novostavba (obchvat, přeložka, propojka);-;7;10;10;0;0;10;7;0;2;0;0;38.9;74.8;271 898 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;II/603 Sulice - Želivec, rekonstrukce silnice a mostů - PD;oprava a rekonstrukce;Rekonstrukce;7;10;10;6;10;10;7;0;8;10;10;50.7;79.2;120 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;II/605 Beroun, mosty ev.č. 605 - 026 a 027 přes řeku Berounku;mostní objekty a propustky;Most;7;10;10;6;6;10;10;0;2;10;4;30.3;63.1;100 000 000.00;;;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;II/605 Levín, rekonstrukde mostu ev.č. 605-034;mostní objekty a propustky;Most;5;10;10;6;6;0;10;0;10;10;0;38.1;79.4;29 900 000.00;; SFDI – NZ – národní zdroje 2023 - v soutěži!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/605 Zdice, okružní křižovatka;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;5;10;10;10;2;10;2;0;10;10;10;52;73.2;39 000 000.00;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
73;II/608 – rekonstrukce silnice I. etapa;oprava a rekonstrukce;Rekonstrukce;6;10;10;6;6;10;10;0;10;10;10;51;79.7;415 000 000.00;;;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;II/608 – rekonstrukce silnice II. etapa;oprava a rekonstrukce;Rekonstrukce;5;10;10;6;6;10;10;0;5;10;10;45.3;70.8;202 500 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;II/608 Nová Ves, obchvat;novostavba (obchvat, přeložka, propojka);;5;10;10;0;0;10;10;0;2;0;0;40.5;77.9;90 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;II/610 Kosmonosy, obchvat - III. etapa ;novostavba (obchvat, přeložka, propojka);-;4;10;10;0;0;10;4;0;2;0;0;33.8;65.0;159 720 000.00;;;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/610 Svijany, most ev.č. 610-035 přes Jizeru před obcí Svijany;mostní objekty a propustky;Most;3;0;10;6;6;0;7;0;5;10;0;25.9;54.0;68 546 000.00;;;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;II/610 Tuřice - Kbel (Benátky nad Jizerou průtah II. etapa);oprava a rekonstrukce;Rekonstrukce;3;10;10;3;10;1;4;0;2;10;4;33.5;52.3;90 750 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
449;II/611 Kostelní Lhota - Přední Lhota;oprava a rekonstrukce;Rekonstrukce;6;0;10;6;6;10;10;0;8;10;4;42.8;66.9;110  000 000,00;;Předpokládaný termmín realizace 03/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/611 Nehvizdy, obchvat;novostavba (obchvat, přeložka, propojka);-;6;10;10;0;0;10;7;0;5;0;0;41.2;79.2;150 000 000.00;;Předpokládaný termmín realizace 03/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;II/611 Poděbrady, most ev.č. 611-014;mostní objekty a propustky;Most;7;8;10;6;6;0;7;0;0;0;0;20.5;42.7;30 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II/611 Starý Vestec, propustek;mostní objekty a propustky;Propustek;6;0;10;6;6;0;10;0;10;10;0;34.2;71.3;7 401 422.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II-105 Libíň - Sedlčany;oprava a rekonstrukce;Souvislá údržba;4;0;10;3;10;10;10;0;10;10;7;45.6;71.3;3 926 250.35;;Předpokládaný termmín realizace 03/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;II-116 Srbsko, II/201 Velké Buková, havárie sklalního masivu;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;2;7;8;10;10;0;4;0;2;0;0;38.4;54.1;15 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;II-201 Hřebečníky, oprava propustku;mostní objekty a propustky;Propustek;1;10;10;6;0;0;0;0;10;10;0;21.7;45.2;1 532 238.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0031 Dolní Břežany - obchvat;novostavba (obchvat, přeložka, propojka);;5;10;7;0;0;10;10;0;2;0;0;37.5;72.1;120 000 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00312 Říčany, ul. Rooseveltova, havarijní oprava;oprava a rekonstrukce;Souvislá údržba;3;0;5;3;6;10;7;0;8;10;2;33.9;53.0;10 000 000.00;;Předpokládaný termmín realizace 03/2024-12/2024;;IROP 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
218;III/00323, III/00322 Říčany - Voděrádky, PD;oprava a rekonstrukce;Rekonstrukce;3;10;5;6;6;10;4;0;8;10;2;38.3;59.8;20 000 000.00;;připraveno k soutěži a realizaci 2023;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;III/00324 Otice - Všechromy, PD;oprava a rekonstrukce;Rekonstrukce;3;10;5;6;6;10;4;0;10;0;0;34.9;54.5;85 000 000.00;;dle Smlouvy o spolupráci KSUS bude platit pouze 7 213 528,14 Kč s DPH za stavbu a 640tis Kč s DPH za svého TDS;;SFDI (SOKP);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;III/00325 Jažlovice, PD;oprava a rekonstrukce;Rekonstrukce;4;8;5;6;3;10;4;0;2;10;2;29;45.3;30 000 000.00;;;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00331 Vrchotovy Janovice;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;10;10;7;0;10;10;4;38.9;60.8;2 602 420.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00332 Manělovice, most ev.č. 00332-1 přes odpad před obcí Manělovice;mostní objekty a propustky;Most;2;0;5;6;6;0;4;10;8;10;0;29.3;61.0;15 000 000.00;;Předpokládaný termmín realizace 03/2024-12/2024. V případě dovyřešení smlouvy s vlastníkem možné zahájení 2023.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00412 a III/11816 MÚK Dobříš - Višňová, oprva povrchu;oprava a rekonstrukce;Rekonstrukce;1;0;5;10;10;10;7;0;10;10;7;45.1;70.5;104 408 648.80;;Rozpočet je 50 mil. dohromady s obcí, nyní je rozdělován projektantem, přepoklad pro nás je 39 mil., bude upřesněno;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0042 Líšnice, rekonstrukce silnice;oprava a rekonstrukce;Rekonstrukce;5;10;7;6;6;10;10;0;10;10;2;48.1;75.2;64 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0048 Zbenice;oprava a rekonstrukce;Souvislá údržba;2;0;5;10;10;10;7;0;10;10;0;44.4;69.4;9 753 663.59;;;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00520 a 00521  Úhonice - Hájek;oprava a rekonstrukce;Souvislá údržba;4;0;4;6;10;0;4;0;10;0;2;32.8;51.3;16 347 947.00;;Předpokládaný termmín realizace 04/2023-12/2023;;SFDI NZ 2022 - tendrovat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00522 Vráž - lokalita Na Lesích;oprava a rekonstrukce;Souvislá údržba;1;10;6;10;10;0;4;0;10;0;0;38.9;60.8;2 322 291.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
424;III/0054 Hostivice, most ev. č. 0054 – 1 přes potok v obci Hostivice;mostní objekty a propustky;Most;4;0;5;6;6;0;7;0;2;10;0;21.5;44.8;17 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
423;III/0056 Břve , most ev. č. 0056 – 1 přes výpusť z rybníka v obci Břve  ;mostní objekty a propustky;Most;3;0;5;6;6;0;4;0;8;10;0;24.4;50.8;20 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0069, Unhošť-Pletený Újezd - PD;oprava a rekonstrukce;Rekonstrukce;4;10;6;6;6;10;4;0;10;10;2;41.2;64.4;37 743 476.00;;Předpokládaný termmín realizace 05/2023-05/2024;;SFDI NZ 2022 - tendrovat, rezerva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00711 Makotřasy, bezpečnostní opatření - PD;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;3;10;5;10;10;0;4;0;10;0;0;47.3;66.6;9 336 864.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00715, III/00718, III/00719 Buštěhrad, průtah - PD;oprava a rekonstrukce;Rekonstrukce;4;10;5;3;6;1;4;0;2;10;7;29.8;46.6;106 071 780.00;;připraveno k soutěži a realizaci 2023;;SFDI NZ 2022 - tendrovat, rezerva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00715, III/00722, III/00723, III/24010, oprava II. etapa;oprava a rekonstrukce;Rekonstrukce;3;10;6;6;6;10;4;0;10;10;10;42.1;65.8;115 148 550.00;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;SFDI NZ 2022 - tendrovat, rezerva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/00722 Hole;oprava a rekonstrukce;;1;10;7;6;6;1;4;10;10;0;0;35.1;54.8;9 176 626.33;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0075 Hostouň - Běloky;oprava a rekonstrukce;Souvislá údržba;4;0;4;3;3;0;4;0;10;0;2;23.4;36.6;13 433 695.88;;Předpokládaný termmín realizace 04/2024-12/2024, v případě dokončení vodoprávního řízení možnost zahájení 06/2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0082 Kozomín;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;6;10;7;0;10;10;2;34.5;53.9;4 430 446.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0093 Zlonín - Jiřice;oprava a rekonstrukce;Souvislá údržba;3;0;5;6;10;10;4;0;10;10;2;39.3;61.4;20 588 173.05;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0096 Kojetice;oprava a rekonstrukce;Souvislá údržba;3;0;5;6;6;1;4;0;10;10;2;33.5;52.3;5 784 954.34;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0097 Horňátky;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;4;0;10;10;2;41.1;64.2;17 273 806.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0098 Byškovice - Korycany;oprava a rekonstrukce;Souvislá údržba;2;0;5;6;10;1;4;0;10;10;10;38.4;60.0;26 930 524.24;;Předpokládaný termmín realizace 04/2024-12/2024;;SFDI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0103 Zápy;oprava a rekonstrukce;Souvislá údržba;2;0;5;6;10;10;7;0;10;10;4;42;65.6;11 793 423.51;;;;SFDI NZ 2022 - tendrovat, rezerva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0126a Sibřina ;oprava a rekonstrukce;Souvislá údržba;4;0;5;3;6;1;2;0;10;10;2;29.8;46.6;6 779 384.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0172 Opatovice I, most ev.č. 0172-1;oprava a rekonstrukce;Rekonstrukce;2;10;5;6;10;10;4;0;10;10;2;43.6;68.1;29 248 546.36;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/0190 Věšín -Buková;oprava a rekonstrukce;Souvislá údržba;1;0;5;10;10;10;2;10;10;10;4;42.5;66.4;6 196 083.30;;připraveno k soutěži a realizaci 2023, lze zařadit do ÚD-SOKP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/03317 kř. II/126 - Želivec I;oprava a rekonstrukce;Souvislá údržba;1;0;5;3;6;10;2;10;8;10;2;30.5;47.7;12 000 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1011 Tehov, odstranění bodové závady  - PD;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;3;10;5;3;3;0;2;0;2;0;2;25.3;35.6;12 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10114 Vestec-Libeň;oprava a rekonstrukce;Rekonstrukce;4;10;6;6;6;10;7;0;10;10;2;44.2;69.1;48 528 844.00;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1012 Všestary, rekonstrukce silnice;oprava a rekonstrukce;Rekonstrukce;3;10;4;3;3;10;4;0;8;10;4;33.1;51.7;40 000 000.00;;Předpokládaný termmín realizace 04/2023-12/2023. Nutno společně s mostem 276-002 .;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10124 Nučice;oprava a rekonstrukce;Souvislá údržba;4;0;4;3;3;0;4;0;10;0;2;23.4;36.6;16 132 685.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
365;III/10125, Nučice   most ev. č. 10125 - 1 ;mostní objekty a propustky;Most;3;0;5;6;6;0;4;0;8;0;0;20.4;42.5;3 900 000.00;; SFDI – NZ – národní zdroje   dohoda s panem ředitelem zařadit do r. 2023 / PRIORITA p. Lesák, připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10136 Unhošť -Svárov;oprava a rekonstrukce;Souvislá údržba;2;10;4;3;6;0;4;0;8;0;2;28;43.8;10 363 480.60;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10138 Velké Přítočno – úprava svahu;řešení bodové závady a/nebo bezpečnostního rizika (křižovatky, opěrné zdi, skalní masivy);-;3;0;4;0;3;0;4;0;10;10;0;21.6;30.4;620 459.00;;Předpokládaný termmín realizace 04/2024-12/2024;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10140 Cvrčovice, rekonstrukce silnice;novostavba (obchvat, přeložka, propojka);Souvislá údržba;3;10;6;6;6;10;7;10;10;10;7;40.1;77.1;79 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10147 Kralupy nad Vltavou - Hybešova, Minická;oprava a rekonstrukce;Souvislá údržba;2;0;6;6;10;10;10;0;10;10;2;44.8;70.0;9 516 945.60;SFDI – NZ – národní zdroje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10148 Kralupy nad Vltavou, ul. Přemyslova;oprava a rekonstrukce;Souvislá údržba;6;0;6;6;10;10;10;0;10;10;2;47.6;74.4;16 847 784.45;SFDI – NZ – národní zdroje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/10148 Kralupy nad Vltavou, V Růžovém údolí;oprava a rekonstrukce;Souvislá údržba;4;0;5;3;10;10;7;0;10;10;2;40.6;63.4;11 195 357.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1015 Všestary, rekonstrukce silnice;oprava a rekonstrukce;Rekonstrukce;3;10;4;3;3;10;4;0;5;10;2;29.7;46.4;40 000 000.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NENÍ_K_DISPOZICI;III/1016 Kunice;oprava a rekonstrukce;Rekonstrukce;3;10;5;3;6;10;4;0;5;10;4;33.3;52.0;45 000 000.00;;připraveno k soutěži a realizaci 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
